tenant_id,model,prompt_class,input_tokens,max_tokens_requested,actual_output_tokens,conversation_depth,has_tool_calls,has_system_message,num_tool_definitions,user_role_hint
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,vision,1895,0,349,1,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_long,2869,0,772,3,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,vision,1798,0,532,7,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,vision,1777,0,479,6,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,vision,1040,512,569,8,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,code_gen,658,0,1018,7,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,code_gen,799,2048,1234,5,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,103,2048,175,7,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,rag,1933,0,280,4,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,1010,0,1009,5,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,summarization,4617,0,369,3,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,vision,1064,0,489,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,rag,2309,0,416,6,true,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,tool_calling,843,0,246,1,true,true,3,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,vision,1266,1024,516,7,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,vision,1654,0,454,8,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,summarization,5070,2048,395,7,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,tool_calling,630,2048,240,8,true,true,2,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,83,0,198,3,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,chat_long,2015,0,721,7,true,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,vision,743,4096,343,5,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,rag,3438,0,530,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_short,126,1024,233,1,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,102,1024,128,1,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,702,4096,989,1,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,chat_long,2762,0,836,1,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,rag,2178,0,346,5,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,tool_calling,826,0,281,5,true,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,rag,2989,512,384,4,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,rag,4188,0,385,1,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_short,94,4096,222,8,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,rag,3647,4096,622,8,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,code_gen,1144,0,1131,8,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_short,78,0,182,5,false,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,code_gen,893,0,1053,4,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,2772,0,416,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,rag,3076,2048,411,5,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,code_gen,908,1024,1245,4,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,3590,1024,437,5,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,89,4096,204,2,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,summarization,3137,0,484,2,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,449,0,262,5,true,true,1,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,rag,3618,1024,466,8,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,528,512,893,4,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,chat_long,2303,0,484,8,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,code_gen,536,0,1299,5,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,vision,857,0,479,3,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,rag,4563,0,551,8,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,rag,3113,0,541,5,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,vision,1424,0,448,5,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,summarization,4168,0,418,8,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,code_gen,563,0,986,7,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,vision,764,0,531,7,false,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,tool_calling,637,0,285,6,true,true,3,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,3214,0,413,8,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,vision,910,0,416,7,true,false,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,5728,0,365,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_long,1489,0,680,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,code_gen,693,0,1000,8,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,code_gen,1090,0,710,6,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,rag,4368,0,490,7,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,chat_long,1452,2048,952,2,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,2976,1024,468,5,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_short,145,4096,191,6,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,vision,1460,0,505,4,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,vision,1767,0,521,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,824,0,798,3,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,rag,3293,0,564,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,900,0,304,6,true,false,2,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,summarization,4227,0,453,7,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,rag,2687,0,552,7,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,vision,1812,2048,610,4,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,chat_long,2555,1024,552,1,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,code_gen,552,0,884,7,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,1210,2048,1367,5,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,summarization,5416,0,309,7,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,chat_short,61,0,134,5,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,chat_short,107,0,200,6,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,tool_calling,905,0,247,1,true,true,3,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_short,73,0,150,7,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,729,2048,319,8,true,true,1,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,114,2048,194,1,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,vision,830,0,396,1,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,vision,802,1024,368,4,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,vision,1052,1024,393,2,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,code_gen,951,0,974,5,true,false,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,chat_short,107,512,169,1,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,rag,3730,0,445,8,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,summarization,2693,0,381,5,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,code_gen,904,0,1167,7,true,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,tool_calling,792,0,238,6,true,false,3,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,616,0,289,6,true,false,5,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,chat_short,69,0,176,1,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,572,0,203,7,true,false,5,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,761,0,1098,4,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,code_gen,939,512,1334,5,true,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,code_gen,625,0,958,1,true,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,summarization,3029,0,398,6,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,chat_short,135,0,164,7,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,chat_long,1427,0,769,5,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,tool_calling,492,512,283,4,true,false,6,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-3.5-turbo,code_gen,486,1024,996,3,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,4218,0,468,1,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,rag,3013,0,510,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,chat_long,2120,0,638,2,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_short,134,0,222,3,true,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,rag,2853,1024,386,4,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,chat_short,109,4096,156,6,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,summarization,4168,0,377,2,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-flash,code_gen,541,512,1097,7,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_short,125,0,181,1,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,tool_calling,747,0,283,8,true,false,4,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,rag,2918,0,340,1,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,code_gen,1022,0,1181,3,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,code_gen,1038,0,700,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,vision,1563,512,358,7,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,chat_long,3095,0,607,2,false,false,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,vision,1780,0,574,6,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,summarization,3123,0,234,8,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_long,1769,4096,636,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,vision,1533,0,340,7,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,vision,886,0,489,8,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,tool_calling,870,0,268,3,true,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,vision,1836,0,542,7,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,code_gen,734,0,853,3,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,tool_calling,815,0,230,1,true,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,chat_long,2297,4096,779,5,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,vision,795,4096,574,1,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_long,1203,0,616,2,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,rag,3462,0,437,8,true,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,code_gen,765,0,1169,2,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,chat_long,2292,1024,914,8,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,vision,1579,512,442,4,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,rag,3220,0,550,4,false,false,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,vision,1047,4096,699,7,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,summarization,3466,0,287,7,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,rag,2107,0,412,7,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_short,121,0,218,1,true,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,rag,3838,1024,515,8,true,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,1239,0,808,3,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,summarization,4695,0,298,4,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,summarization,6054,0,407,5,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,code_gen,640,0,1250,8,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,tool_calling,398,0,262,5,true,false,5,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,tool_calling,836,0,315,3,true,true,3,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,code_gen,775,1024,1117,2,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,tool_calling,606,0,286,6,true,true,3,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,tool_calling,437,1024,256,3,true,true,6,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,vision,903,0,501,6,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,vision,955,2048,678,3,false,true,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,rag,3575,0,554,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,chat_short,137,0,213,4,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,chat_short,114,0,190,7,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,chat_long,2168,0,912,3,false,false,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,vision,876,0,442,8,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,chat_short,154,4096,171,4,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,rag,2369,0,588,5,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,rag,2445,0,525,1,false,true,0,tool_response
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,tool_calling,682,4096,332,6,true,false,2,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,4647,0,413,5,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,code_gen,1024,0,1199,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_long,2002,0,695,1,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,rag,3618,0,476,3,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,rag,4284,0,510,5,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o,tool_calling,710,512,252,4,true,false,4,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_long,2642,4096,664,3,false,true,0,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o,tool_calling,371,0,317,7,true,true,4,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-flash,vision,1592,1024,631,6,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-4o-mini,code_gen,1209,0,741,5,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,code_gen,659,2048,1258,5,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-5-sonnet-20240620,code_gen,928,2048,1154,7,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-flash,vision,1068,0,633,2,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,tool_calling,481,0,373,3,true,true,5,tool_response
11a61530-48e5-4a89-9b92-1c78b300705e,gpt-4o-mini,chat_long,2539,0,543,4,true,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o,summarization,5483,0,255,7,false,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,gemini-1.5-pro,summarization,5423,0,356,5,false,false,0,first
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,tool_calling,681,512,287,3,true,false,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-5-sonnet-20240620,vision,1843,2048,586,1,true,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,code_gen,1271,0,639,8,false,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gemini-1.5-pro,chat_long,2496,512,798,6,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-haiku-20240307,chat_long,2994,2048,848,3,false,true,0,first
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,83,2048,180,5,false,true,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-3.5-turbo,tool_calling,501,0,230,5,true,true,5,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,code_gen,655,0,1064,3,false,false,0,continuation
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gemini-1.5-pro,summarization,6051,1024,405,2,false,true,0,continuation
11a61530-48e5-4a89-9b92-1c78b300705e,claude-3-haiku-20240307,chat_short,66,0,132,4,false,true,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,claude-3-haiku-20240307,vision,859,0,501,8,false,true,0,tool_response
ea8ad1eb-a032-44d0-813b-995f3c42d80c,claude-3-5-sonnet-20240620,summarization,2630,0,404,5,false,true,0,first
ea8ad1eb-a032-44d0-813b-995f3c42d80c,gpt-4o-mini,tool_calling,403,0,211,1,true,false,0,continuation
c8f0bc70-ee81-4790-9425-7ab7ab7474e2,gpt-3.5-turbo,chat_short,77,0,133,7,false,false,0,continuation
